"# Program:featureCounts v1.5.1; Command:""featureCounts"" ""-p"" ""-T"" ""4"" ""-C"" ""-t"" ""transcript"" ""-g"" ""gene_name"" ""-a"""						
Geneid	Chr	Start	End	Strand	Length	F8
Gm13902	2	106926565	106927169	-	605	0
Arl14ep	2;2;2;2	106962527;106964429;106965191;106967408	106974424;106970391;106969277;106974397	-;-;-;-	11898	0
Gm13900	2	107000748	107001245	+	498	0
Gm13904	2	107010938	107011774	+	837	0
Fshb	2	107056140	107059656	-	3517	0
Gm24885	2	107097206	107097475	-	270	0
Gm13903	2	107123768	107123960	-	193	0
Kcna4	2;2	107290639;107291395	107298502;107294472	+;+	7864	0
Gm9864	2	107595630	107600539	-	4910	0
Gm23439	2	107886508	107886639	-	132	0
Gm23749	2	108079912	108080042	-	131	0
Gm13912	2	108183716	108291319	-	107604	0
Gm13916	2	108446457	108447084	-	628	0
Gm13915	2	108572594	108573524	+	931	0
Gm13913	2	108578130	108578389	-	260	0
Gm13914	2	108733212	108734202	-	991	0
Rpl35a-ps4	2	108874926	108875258	-	333	0
Gm13910	2;2	108948780;108948806	108950727;108950233	+;+	1948	0
Gm13923	2	109022687	109025444	+	2758	0
Mettl15	2;2;2;2;2	109092297;109092300;109131572;109240176;109240241	109278290;109278280;109280748;109280726;109280702	-;-;-;-;-	188452	0
Gm24115	2	109148589	109148698	-	110	0
Kif18a	2;2;2;2;2;2	109280738;109280826;109280840;109280852;109280869;109292023	109341747;109296060;109307501;109310834;109295792;109296060	+;+;+;+;+;+	61010	0
Gm13924	2	109458248	109458733	-	486	0
Gm13925	2	109477003	109499200	+	22198	0
Gm20638	2	109673166	109674093	+	928	0
Bdnf	2;2;2;2;2;2;2;2;2;2;2	109674700;109675897;109675897;109675897;109677032;109692436;109693027;109693563;109694409;109694469;109709383	109727007;109727007;109727007;109727007;109727007;109727007;109727007;109727007;109727007;109727007;109727007	+;+;+;+;+;+;+;+;+;+;+	52308	0
Gm13932	2	109791925	109792534	-	610	0
Lin7c	2;2	109890853;109890870	109901003;109896738	+;+	10151	0
Gm13939	2	109902396	109913319	-	10924	0
Lgr4	2;2;2;2	109917647;109917647;109975542;110000528	110014257;110014257;109997652;110001460	+;+;+;+	96611	0
Ccdc34	2;2;2;2;2;2;2	110017817;110017962;110017980;110021973;110028773;110038027;110040895	110045316;110173360;110045322;110041263;110040717;110044849;110044664	+;+;+;+;+;+;+	155544	0
1700024P03Rik	2;2	110031250;110031251	110050476;110050479	-;-	19230	0
Gm13936	2	110196889	110256131	+	59243	0
Gm13937	2	110209178	110210165	-	988	0
Gm22997	2	110218003	110218109	+	107	0
Bbox1	2;2	110262697;110292507	110305741;110314560	-;-	51864	0
Fibin	2	110360925	110362993	-	2069	0
Gm13935	2	110418170	110419619	-	1450	0
Gm10794	2	110596429	110596637	-	209	0
Slc5a12	2;2;2;2;2	110597298;110597307;110597419;110597724;110605724	110647769;110647779;110624439;110605789;110646584	+;+;+;+;+	50482	0
Ano3	2;2;2	110655201;110687971;110713183	110950923;110950372;110761564	-;-;-	295723	0
Muc15	2;2;2	110721340;110721611;110721648	110739527;110739527;110737584	+;+;+	18188	0
Gm13942	2	111051320	111057574	-	6255	0
Gm13941	2	111088372	111105982	-	17611	0
Gm15130	2	111134114	111152936	-	18823	0
4930430A15Rik	2;2	111162061;111193254	111205199;111229602	-;-	67542	0
Gm13961	2	111182635	111187406	+	4772	0
Olfr1275	2	111230818	111231837	-	1020	0
Gm13962	2	111246131	111256163	-	10033	0
Olfr1276	2	111257117	111258055	+	939	0
Olfr1277	2	111269427	111270388	-	962	0
Olfr1278	2	111292270	111293211	+	942	0
Olfr1279	2	111306201	111307142	+	942	0
Olfr1280	2	111315438	111316440	+	1003	0
Olfr1281	2	111328421	111329338	+	918	0
Olfr1282	2	111335159	111336076	-	918	0
Olfr1283	2	111368591	111369616	+	1026	0
Olfr1284	2	111378967	111380030	+	1064	0
Olfr1285	2;2	111408376;111408399	111409331;111409292	+;+	956	0
Olfr1286	2	111420032	111420949	-	918	0
Olfr1287	2	111449142	111450059	+	918	0
Olfr1288	2	111478786	111479724	+	939	0
Olfr1289	2	111483350	111484363	+	1014	0
Olfr1290	2	111489218	111490156	-	939	0
Olfr1291-ps1	2;2	111499296;111499338	111500234;111500234	+;+	939	0
Olfr1292-ps1	2	111508573	111509511	-	939	0
Olfr1293-ps	2;2	111527304;111527316	111528242;111528203	+;+	939	0
Olfr1294	2	111537349	111538290	-	942	0
Olfr1295	2	111564469	111565511	-	1043	0
Olfr1296-ps1	2	111593073	111594011	-	939	0
Olfr1297	2	111621134	111622072	-	939	0
Olfr1298	2	111645057	111645995	-	939	0
Olfr1299	2;2	111661453;111664228	111665166;111665166	+;+	3714	0
Olfr1300-ps1	2	111691520	111692453	+	934	0
Gm13922	2	111698723	111698878	-	156	0
Gm13930	2	111740105	111740834	+	730	0
Olfr1301	2	111754251	111755189	+	939	0
Olfr1302	2	111780313	111781260	+	948	0
Olfr1303	2	111813786	111814724	-	939	0
Gm26421	2	111825179	111825310	+	132	0
Olfr268-ps1	2	111844262	111851838	-	7577	0
Olfr1305	2	111872915	111873853	-	939	0
Olfr1306	2	111911990	111912928	-	939	0
Gm13928	2	111926259	111927990	+	1732	0
Olfr1307	2	111944516	111945454	-	939	0
Olfr1308	2	111960109	111961071	-	963	0
Olfr1309	2	111983134	111984097	-	964	0
Gm13929	2;2	112000180;112000183	112001304;112001304	+;+	1125	0
Olfr1310	2	112008202	112009210	-	1009	0
Olfr1311	2	112020914	112021856	-	943	0
Olfr1312	2	112042077	112043030	-	954	0
Olfr1313	2	112071646	112072583	-	938	0
Olfr1314	2	112091761	112092699	-	939	0
Olfr1315-ps1	2	112110312	112111256	-	945	0
Olfr1316	2	112129871	112130815	-	945	0
Olfr1317	2	112141947	112142897	+	951	0
Olfr1318	2	112155898	112157007	+	1110	0
Lpcat4	2;2;2;2	112239468;112241485;112241972;112244582	112247111;112244057;112242761;112246973	+;+;+;+	7644	0
Nutm1	2	112247948	112259291	-	11344	0
Nop10	2	112261926	112263269	+	1344	0
Slc12a6	2;2;2;2;2;2;2;2	112265825;112266742;112266819;112284577;112346995;112352526;112354202;112356195	112359127;112356029;112363156;112363156;112351633;112354238;112356887;112363163	+;+;+;+;+;+;+;+	97339	0
Gm21985	2	112266314	112406319	+	140006	0
Emc4	2;2	112363011;112363793	112368027;112368020	-;-	5017	0
Katnbl1	2;2	112379211;112379226	112414240;112407518	+;+	35030	0
Gm13940	2	112389197	112389497	-	301	0
Emc7	2	112454997	112472162	+	17166	0
n-R5s202	2	112469253	112469366	-	114	0
Chrm5	2	112479072	112480817	-	1746	0
Aven	2;2;2	112492964;112559282;112559634	112634573;112630076;112630911	+;+;+	141610	0
Gm22676	2	112500869	112500997	+	129	0
Ryr3	2;2;2;2;2;2;2;2	112631355;112631380;112631380;112632046;112636628;112859286;112965849;112996535	112652758;113030331;113217051;113217068;112640559;112908497;113217062;113217096	-;-;-;-;-;-;-;-	585742	0
Tmco5b	2	113285732	113297190	+	11459	0
Gm26505	2	113288273	113288438	+	166	0
Fmn1	2;2;2;2;2;2;2;2;2	113327736;113327771;113327782;113363840;113441064;113685090;113685105;113685105;113708671	113716767;113498056;113709855;113709606;113709855;113693151;113709734;113709852;113709730	+;+;+;+;+;+;+;+;+	389032	0
Gm13967	2	113384681	113385199	+	519	0
Gm13963	2	113387107	113441094	-	53988	0
Gm13965	2	113400459	113410250	+	9792	0
Gm13966	2	113440681	113442304	-	1624	0
Gm13964	2	113500679	113504034	-	3356	0
4930533B01Rik	2	113691053	113708550	-	17498	0
Grem1	2	113746164	113758646	-	12483	0
Scg5	2;2	113776362;113827340	113829121;113828762	-;-	52760	0
Arhgap11a	2;2;2;2	113831492;113831495;113831546;113833261	113848661;113848615;113848656;113848297	-;-;-;-	17170	0
Gm21596	2	113919247	113920562	-	1316	0
Gjd2	2	114009601	114013619	-	4019	0
A530058N18Rik	2;2;2;2;2;2;2;2;2	114013563;114013567;114013602;114013710;114013711;114013713;114013726;114013744;114013745	114068324;114061498;114028051;114032292;114031583;114032105;114020673;114017513;114031451	+;+;+;+;+;+;+;+;+	54762	0
Actc1	2;2	114047282;114051903	114052887;114053548	-;-	6267	0
C130080G10Rik	2;2;2;2;2	114054335;114054396;114055247;114056288;114056313	114061463;114061440;114060942;114061248;114064868	+;+;+;+;+	10534	0
Aqr	2;2;2;2;2;2;2;2;2	114101170;114105162;114112126;114132987;114133368;114152743;114158599;114170045;114170045	114175339;114175277;114119187;114141143;114175246;114175338;114175338;114181048;114187024	-;-;-;-;-;-;-;-;-	85855	0
mmu-mir-7002	2	114150516	114150570	-	55	0
Zfp770	2;2	114193461;114198560	114201469;114201440	-;-	8009	0
Gm25103	2	114270111	114270428	+	318	0
Dph6	2;2;2;2;2;2	114516416;114516420;114516644;114518145;114521227;114642075	114654953;114654964;114654887;114545891;114654964;114654905	-;-;-;-;-;-	138549	0
Gm13972	2	114654425	114697839	+	43415	0
Gm13975	2	114708112	114708893	+	782	0
Gm13974	2	114854093	115043972	+	189880	0
Gm13973	2	115036419	115037312	-	894	0
4930528P14Rik	2	115329264	115344280	-	15017	0
Gm13976	2	115344385	115346968	+	2584	0
3110099E03Rik	2;2;2	115493513;115495026;115495731	115512201;115527744;115512207	-;-;-	34232	0
Gm13977	2	115556786	115581555	-	24770	0
BC052040	2;2;2	115581716;115581733;115581801	115778768;115778768;115640643	+;+;+	197053	0
Mir1951	2	115638725	115638813	+	89	0
Meis2	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	115863064;115863064;115863064;115863064;115863145;115863300;115863904;115864273;115864318;115864459;115864870;115866876;115921734;115996056;116038425;116049083;116049083;116049107	116065047;116065047;116065839;116065839;116064721;116064512;115872943;116042046;115872854;115872943;115872962;115872946;116049680;116062360;116049201;116062530;116064468;116058842	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	202776	0
2700033N17Rik	2	116066218	116067444	-	1227	0
G630016G05Rik	2;2	116067225;116067968	116085911;116085910	+;+	18687	0
Gm13991	2	116527843	116528490	-	648	0
Gm13990	2	116848099	116877168	-	29070	0
Tmco5	2;2;2;2	116878691;116878694;116878708;116888207	116892181;116892137;116892494;116892494	+;+;+;+	13804	0
D330050G23Rik	2;2;2	116900152;116900175;116900194	116912791;116912628;116904557	+;+;+	12640	0
Gm24914	2	116963237	116963549	+	313	0
Gm25514	2	116968039	116968173	-	135	0
Gm13981	2	117055566	117056012	+	447	0
Spred1	2;2	117121374;117121638	117182279;117172854	+;+	60906	0
Mir674	2	117185127	117185226	+	100	0
Rap1a-ps2	2	117240883	117241441	+	559	0
Gm25189	2	117248271	117248434	+	164	0
Fam98b	2;2;2	117249739;117249739;117258782	117260243;117271540;117260241	+;+;+	21802	0
Rasgrp1	2;2;2;2;2;2;2	117279993;117279994;117282542;117282542;117282542;117282542;117298093	117343001;117342877;117342709;117342709;117342709;117342709;117342925	-;-;-;-;-;-;-	63009	0
Gm13982	2	117414392	117417697	-	3306	0
Gm13985	2	117806678	117812813	-	6136	0
4930412B13Rik	2	117821928	117909136	+	87209	0
Gm13986	2;2	117857291;118069847	118111202;118111091	-;-	253912	0
Gm25308	2	118077805	118077962	-	158	0
Thbs1	2;2	118111876;118122940	118127133;118123764	+;+	15258	0
Fsip1	2;2	118204888;118244664	118256966;118256956	-;-	52079	0
Gm22800	2	118248689	118248782	-	94	0
A930104D05Rik	2;2	118270233;118273020	118276169;118276001	-;-	5937	0
Gpr176	2	118277110	118373419	-	96310	0
1700054M17Rik	2	118304914	118308166	+	3253	0
Gm22651	2	118351238	118351331	+	94	0
Eif2ak4	2;2;2;2;2;2;2;2	118388618;118388618;118388847;118389112;118389112;118412346;118438842;118457160	118475234;118428213;118475234;118475232;118475231;118475234;118452290;118462094	+;+;+;+;+;+;+;+	86617	0
Srp14	2;2;2;2	118475850;118475851;118475861;118478565	118479711;118478883;118479648;118479635	-;-;-;-	3862	0
Gm13983	2	118483313	118484177	-	865	0
Bmf	2;2;2;2;2;2;2;2	118528757;118530232;118531974;118532055;118532422;118545184;118545236;118546909	118549687;118547559;118544587;118545316;118549662;118547027;118547599;118549675	-;-;-;-;-;-;-;-	20931	0
Gm14016	2	118594079	118594564	+	486	0
Bub1b	2;2;2;2	118598211;118600118;118630577;118631540	118641591;118609795;118631830;118636749	+;+;+;+	43381	0
Pak6	2;2;2;2;2	118663303;118663762;118664064;118677229;118677263	118698020;118664956;118677770;118698018;118697236	+;+;+;+;+	34718	0
Ankrd63	2	118699103	118703963	-	4861	0
Plcb2	2;2;2;2;2;2	118707517;118707996;118708180;118708699;118710817;118714233	118728438;118728359;118711370;118709741;118714104;118728391	-;-;-;-;-;-	20922	0
5430417L22Rik	2	118745758	118748810	+	3053	0
A430105I19Rik	2;2	118754158;118757498	118762661;118762625	-;-	8504	0
Phgr1	2;2;2	118772769;118772769;118777282	118778165;118778164;118778035	+;+;+	5397	0
Disp2	2;2;2;2;2	118779719;118779722;118779739;118779742;118779759	118811174;118795175;118811293;118790049;118790048	+;+;+;+;+	31575	0
Knstrn	2;2;2;2;2;2;2;2;2	118814003;118814232;118814232;118814233;118814254;118814277;118814296;118831583;118834075	118837696;118834181;118834249;118834158;118834642;118830969;118834068;118837143;118853957	+;+;+;+;+;+;+;+;+	39955	0
Gm14091	2	118829874	118834122	-	4249	0
Ivd	2;2;2;2;2;2;2;2	118861954;118862028;118871378;118872303;118872767;118874307;118875707;118876433	118882909;118870397;118872277;118876966;118874761;118880579;118881015;118877900	+;+;+;+;+;+;+;+	20956	0
Bahd1	2;2	118900377;118901453	118916479;118924528	+;+	24152	0
Chst14	2;2	118926497;118926514	118928585;118928579	+;+	2089	0
Gm14089	2	118997068	119000684	+	3617	0
Gm14088	2	119008209	119008477	+	269	0
Ccdc32	2;2;2	119017779;119021734;119021805	119029393;119029393;119029377	-;-;-	11615	0
Rpusd2	2	119034790	119039769	+	4980	0
Casc5	2;2;2;2;2	119047119;119047119;119047147;119047150;119057281	119069271;119104121;119065972;119072919;119105501	+;+;+;+;+	58383	0
Rad51	2;2;2;2;2;2;2;2	119112793;119112807;119112814;119112817;119118696;119123803;119131518;119134162	119123846;119137290;119133599;119137037;119122262;119147445;119134455;119135208	+;+;+;+;+;+;+;+	34653	0
Rmdn3	2;2;2;2;2;2;2	119137001;119139056;119142418;119146155;119154024;119154054;119154064	119157034;119140875;119147436;119147445;119156824;119156948;119156964	-;-;-;-;-;-;-	20034	0
Gchfr	2	119167773	119172390	+	4618	0
Dnajc17	2;2;2	119172500;119179395;119183865	119208795;119183827;119208782	-;-;-	36296	0
Gm14137	2	119174509	119177575	+	3067	0
Gm14138	2	119187517	119188261	+	745	0
Zfyve19	2;2;2;2;2;2;2;2;2;2;2	119208617;119208634;119209012;119209027;119209032;119209041;119210839;119211463;119211642;119214456;119216265	119210540;119217049;119210603;119217049;119211766;119211144;119214889;119211720;119214911;119216397;119217049	+;+;+;+;+;+;+;+;+;+;+	8433	0
Ppp1r14d	2;2	119218119;119218140	119229906;119229865	-;-	11788	0
Spint1	2;2;2;2;2	119237362;119237477;119237553;119246373;119248205	119249514;119249195;119249527;119248902;119249049	+;+;+;+;+	12166	0
Rhov	2	119269201	119271272	-	2072	0
Gm14175	2	119284792	119285032	+	241	0
Vps18	2;2;2	119288740;119288742;119288787	119295487;119298453;119298326	+;+;+	9714	0
Gm14207	2;2;2	119321187;119321187;119321343	119326194;119325543;119325564	-;-;-	5008	0
Dll4	2;2	119325784;119328538	119335962;119332153	+;+	10179	0
Chac1	2	119351229	119354381	+	3153	0
Ino80	2;2;2	119373042;119402709;119433294	119477687;119477613;119439680	-;-;-	104646	0
Gm14208	2	119508552	119509229	-	678	0
Exd1	2;2;2	119516505;119516511;119538837	119547627;119541513;119547194	-;-;-	31123	0
Chp1	2;2;2;2;2	119547697;119547721;119547812;119559512;119566605	119587027;119587015;119572050;119571895;119585405	+;+;+;+;+	39331	0
1700020I14Rik	2;2	119594297;119594303	119600746;119607502	+;+	13206	0
Oip5	2;2	119609512;119609971	119618469;119618469	-;-	8958	0
Nusap1	2;2;2;2	119618298;119618694;119618717;119618729	119650160;119635587;119651244;119630505	+;+;+;+	32947	0
n-R5s204	2	119631118	119631236	+	119	0
Ndufaf1	2;2;2;2;2	119655446;119655446;119655451;119660258;119660438	119662820;119662821;119662798;119662812;119662827	-;-;-;-;-	7382	0
H3f3c	2	119665626	119666036	-	411	0
Gm14383	2	119669159	119669544	+	386	0
Rtf1	2;2;2;2	119675068;119675072;119710996;119726684	119735407;119692221;119712462;119727652	+;+;+;+	60340	0
Gm25857	2	119740828	119740956	-	129	0
Itpka	2	119742337	119751263	+	8927	0
Ltk	2;2;2;2;2;2	119751320;119751320;119751322;119751326;119751328;119751330	119758525;119760295;119758521;119760431;119758525;119758519	-;-;-;-;-;-	9112	0
Rpap1	2;2;2;2;2;2;2;2;2	119763304;119763959;119763960;119763963;119763966;119766859;119777651;119777857;119778188	119787504;119787528;119787537;119787500;119787520;119787519;119787514;119780202;119787529	-;-;-;-;-;-;-;-;-	24234	0
Gm23814	2	119793942	119794043	-	102	0
Tyro3	2;2;2;2;2;2;2;2	119797733;119799239;119799327;119799514;119801116;119803087;119809208;119810846	119818104;119805650;119803335;119818104;119803293;119807990;119818091;119812391	+;+;+;+;+;+;+;+	20372	0
Gm13998	2	119878069	119878403	-	335	0
Mga	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	119897228;119897228;119897228;119897228;119897232;119897248;119897305;119921676;119935188;119935357;119935452;119941251;119941755;119958314;119960405	119969581;119969581;119969581;119967749;119917950;119926691;119960794;119924085;119938751;119946460;119941541;119947202;119946995;119965361;119962223	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	72354	0
Mapkbp1	2;2;2;2	119972699;120011687;120013043;120022061	120027408;120013094;120015605;120023034	+;+;+;+	54710	0
mmu-mir-7665	2	120017517	120017579	+	63	0
Gm13999	2	120024807	120027453	-	2647	0
Jmjd7	2;2;2;2;2	120027483;120027504;120027516;120027557;120027594	120032594;120030530;120031868;120031385;120030377	+;+;+;+;+	5112	0
Pla2g4b	2;2;2;2;2	120027493;120027504;120027507;120031848;120031885	120041963;120043033;120041595;120034993;120043033	+;+;+;+;+	15541	0
PLA2G4B	2;2;2;2;2;2	120033417;120033433;120033433;120034543;120038867;120040970	120041965;120041964;120043030;120036129;120040448;120041690	+;+;+;+;+;+	9614	0
Sptbn5	2;2;2;2	120046157;120059068;120061586;120076214	120057497;120061436;120072523;120085772	-;-;-;-	34207	0
Ehd4	2;2;2;2	120089175;120102220;120102405;120122447	120154606;120129725;120137560;120154462	-;-;-;-	65432	0
Pla2g4e	2;2;2;2	120166412;120166412;120172173;120189409	120245335;120191214;120245082;120245108	-;-;-;-	78924	0
Gm13997	2	120244921	120245598	-	678	0
Pla2g4d	2	120265595	120289197	-	23603	0
Pla2g4f	2;2	120299957;120299966	120312377;120314165	-;-	14209	0
Vps39	2;2;2;2;2;2;2;2;2;2	120316461;120316461;120316811;120318027;120319846;120321855;120325868;120338466;120343254;120348467	120353137;120353125;120353121;120319582;120323490;120353109;120333433;120344207;120353121;120353125	-;-;-;-;-;-;-;-;-;-	36677	0
Tmem87a	2;2;2;2;2;2;2	120355312;120355312;120355316;120355973;120363294;120380790;120381304	120404089;120404069;120404095;120404077;120404078;120404113;120404081	-;-;-;-;-;-;-	48802	0
Ganc	2;2;2;2;2;2;2;2;2;2;2;2;2;2	120403896;120404201;120404202;120404210;120404224;120404314;120404338;120404768;120404774;120404980;120406114;120411413;120423501;120452579	120423659;120419485;120457252;120424415;120460850;120419483;120415651;120461700;120414357;120460866;120460223;120436739;120431015;120460345	+;+;+;+;+;+;+;+;+;+;+;+;+;+	57805	0
Capn3	2;2;2;2;2;2;2;2;2;2;2;2;2	120456019;120456019;120463579;120463579;120476918;120476920;120476970;120476976;120476976;120484351;120500242;120501229;120501303	120504773;120504913;120504913;120504913;120504913;120504913;120504913;120504514;120504913;120484625;120503216;120503041;120503394	+;+;+;+;+;+;+;+;+;+;+;+;+	48895	0
Zfp106	2;2;2;2;2;2;2;2;2;2;2	120506820;120509614;120510339;120518851;120522701;120526263;120526727;120528340;120531886;120535287;120535420	120563807;120539860;120512865;120520546;120524619;120563814;120528515;120532058;120563843;120555280;120563834	-;-;-;-;-;-;-;-;-;-;-	57024	0
Gm26899	2	120532904	120539846	+	6943	0
Gm14087	2	120550619	120550758	+	140	0
Snap23	2;2;2;2;2;2;2;2;2	120567671;120567691;120567697;120567721;120567723;120567723;120567738;120586241;120590514	120601255;120601255;120601255;120596792;120584975;120586267;120596705;120595424;120596787	+;+;+;+;+;+;+;+;+	33585	0
Lrrc57	2;2;2;2;2;2;2	120604238;120604238;120604238;120604238;120604819;120605970;120608818	120609315;120609355;120609510;120609520;120607972;120609508;120609302	-;-;-;-;-;-;-	5283	0
Haus2	2;2;2	120609383;120609383;120609595	120619906;120621560;120621560	+;+;+	12178	0
Stard9	2;2;2;2;2;2;2;2	120629126;120629224;120684856;120701341;120704592;120704592;120713720;120715268	120682782;120716082;120716082;120715832;120731897;120731895;120715880;120729365	+;+;+;+;+;+;+;+	102772	0
n-R5s205	2	120640711	120640835	-	125	0
Cdan1	2;2;2;2;2;2;2;2;2	120716154;120716522;120718186;120718621;120722396;120725611;120727918;120728628;120729942	120731517;120731518;120850128;120720553;120724455;120727977;120728638;120731506;120731490	-;-;-;-;-;-;-;-;-	133975	0
Ttbk2	2;2;2;2;2;2	120732816;120732816;120732816;120745671;120750234;120790340	120850418;120850406;120850604;120850390;120850364;120850435	-;-;-;-;-;-	117789	0
AV039307	2;2;2	120850705;120850717;120866328	120866650;120866689;120866651	+;+;+	15985	0
Ubr1	2;2;2;2;2;2;2	120860269;120862573;120873050;120901594;120921435;120945458;120962114	120970715;120871526;120889849;120915023;120930342;120970613;120970692	-;-;-;-;-;-;-	110447	0
Tmem62	2;2;2;2;2;2;2	120977017;120977017;120977533;120977670;120981088;120984370;120996274	121007852;121007852;121007644;120980605;120990356;120986959;121007043	+;+;+;+;+;+;+	30836	0
Gm22865	2	121004089	121004302	+	214	0
Ccndbp1	2;2;2;2;2;2;2;2	121008403;121008432;121008448;121008467;121008472;121008704;121011055;121012491	121016904;121015120;121016904;121012948;121016513;121010577;121011756;121012960	+;+;+;+;+;+;+;+	8502	0
